area;conversion_tech;year_inv;power_capacity_investment_max;power_capacity_investment_min
LU;wind_onshore;2030;0.0;0.0
LV;ccgt;2030;1051.0;1051.0
LV;coal_pp;2030;0.0;0.0
LV;dsr_1;2030;10.0;10.0
LV;dsr_10;2030;0.0;0.0
LV;dsr_2;2030;20.0;20.0
LV;dsr_3;2030;40.0;40.0
LV;dsr_4;2030;80.0;80.0
LV;dsr_5;2030;0.0;0.0
LV;dsr_6;2030;0.0;0.0
LV;dsr_7;2030;0.0;0.0
LV;dsr_8;2030;0.0;0.0
LV;dsr_9;2030;0.0;0.0
LV;electrolysis_2030;2030;1000.0;0.0
LV;hydro_pondage;2030;1592.0;1592.0
LV;hydro_pondage_h2o_inflow;2030;1592.0;1592.0
LV;hydro_reservoir;2030;0.0;0.0
LV;hydro_reservoir_h2o_inflow;2030;0.0;0.0
LV;hydro_river;2030;0.0;0.0
LV;lignite_pp;2030;0.0;0.0
LV;nuclear_lte;2030;0.0;0.0
LV;nuclear_new;2030;0.0;0.0
LV;ocgt;2030;;0.0
LV;oil_pp;2030;0.0;0.0
LV;other_res;2030;166.0;166.0
LV;solar_pv;2030;1000.0;1000.0
LV;wind_offshore;2030;0.0;0.0
LV;wind_onshore;2030;0.0;0.0
MD;ccgt;2030;0.0;0.0
MD;coal_pp;2030;550.0;550.0
MD;dsr_1;2030;0.0;0.0
MD;dsr_10;2030;0.0;0.0
MD;dsr_2;2030;0.0;0.0
MD;dsr_3;2030;0.0;0.0
MD;dsr_4;2030;0.0;0.0
MD;dsr_5;2030;0.0;0.0
MD;dsr_6;2030;0.0;0.0
MD;dsr_7;2030;0.0;0.0
MD;dsr_8;2030;0.0;0.0
MD;dsr_9;2030;0.0;0.0
MD;electrolysis_2030;2030;0.0;0.0
MD;hydro_pondage;2030;0.0;0.0
MD;hydro_pondage_h2o_inflow;2030;0.0;0.0
MD;hydro_reservoir;2030;0.0;0.0
MD;hydro_reservoir_h2o_inflow;2030;0.0;0.0
MD;hydro_river;2030;16.5;16.5
MD;lignite_pp;2030;0.0;0.0
MD;nuclear_lte;2030;0.0;0.0
MD;nuclear_new;2030;0.0;0.0
MD;ocgt;2030;;780.0
MD;oil_pp;2030;0.0;0.0
MD;other_res;2030;3.4;3.4
MD;solar_pv;2030;0.0;0.0
MD;wind_offshore;2030;0.0;0.0
MD;wind_onshore;2030;0.0;0.0
ME;ccgt;2030;0.0;0.0
ME;coal_pp;2030;0.0;0.0
ME;dsr_1;2030;0.0;0.0
ME;dsr_10;2030;0.0;0.0
ME;dsr_2;2030;0.0;0.0
ME;dsr_3;2030;0.0;0.0
ME;dsr_4;2030;0.0;0.0
ME;dsr_5;2030;0.0;0.0
ME;dsr_6;2030;0.0;0.0
ME;dsr_7;2030;0.0;0.0
ME;dsr_8;2030;0.0;0.0
ME;dsr_9;2030;0.0;0.0
ME;electrolysis_2030;2030;0.0;0.0
ME;hydro_pondage;2030;0.0;0.0
ME;hydro_pondage_h2o_inflow;2030;0.0;0.0
ME;hydro_reservoir;2030;706.0;706.0
ME;hydro_reservoir_h2o_inflow;2030;706.0;706.0
ME;hydro_river;2030;581.0;581.0
ME;lignite_pp;2030;225.0;225.0
ME;nuclear_lte;2030;0.0;0.0
ME;nuclear_new;2030;0.0;0.0
ME;ocgt;2030;;0.0
ME;oil_pp;2030;0.0;0.0
ME;other_res;2030;0.0;0.0
ME;solar_pv;2030;0.0;0.0
ME;wind_offshore;2030;0.0;0.0
ME;wind_onshore;2030;0.0;0.0
MK;ccgt;2030;699.5;699.5
MK;coal_pp;2030;0.0;0.0
MK;dsr_1;2030;0.0;0.0
MK;dsr_10;2030;0.0;0.0
MK;dsr_2;2030;0.0;0.0
MK;dsr_3;2030;0.0;0.0
MK;dsr_4;2030;0.0;0.0
MK;dsr_5;2030;0.0;0.0
MK;dsr_6;2030;0.0;0.0
MK;dsr_7;2030;0.0;0.0
MK;dsr_8;2030;0.0;0.0
MK;dsr_9;2030;0.0;0.0
MK;electrolysis_2030;2030;0.0;0.0
MK;hydro_pondage;2030;0.0;0.0
MK;hydro_pondage_h2o_inflow;2030;0.0;0.0
MK;hydro_reservoir;2030;538.6;538.6
MK;hydro_reservoir_h2o_inflow;2030;538.6;538.6
MK;hydro_river;2030;230.5;230.5
MK;lignite_pp;2030;150.0;150.0
MK;nuclear_lte;2030;0.0;0.0
MK;nuclear_new;2030;0.0;0.0
MK;ocgt;2030;;60.0
MK;oil_pp;2030;0.0;0.0
MK;other_res;2030;31.0;31.0
MK;solar_pv;2030;1000.0;1000.0
MK;wind_offshore;2030;0.0;0.0
MK;wind_onshore;2030;0.0;0.0
MT;ccgt;2030;505.2;505.2
MT;coal_pp;2030;0.0;0.0
MT;dsr_1;2030;0.0;0.0
MT;dsr_10;2030;0.0;0.0
MT;dsr_2;2030;0.0;0.0
MT;dsr_3;2030;0.0;0.0
MT;dsr_4;2030;0.0;0.0
MT;dsr_5;2030;0.0;0.0
MT;dsr_6;2030;0.0;0.0
MT;dsr_7;2030;0.0;0.0
MT;dsr_8;2030;0.0;0.0
MT;dsr_9;2030;0.0;0.0
MT;electrolysis_2030;2030;0.0;0.0
MT;hydro_pondage;2030;0.0;0.0
MT;hydro_pondage_h2o_inflow;2030;0.0;0.0
MT;hydro_reservoir;2030;0.0;0.0
MT;hydro_reservoir_h2o_inflow;2030;0.0;0.0
MT;hydro_river;2030;0.0;0.0
MT;lignite_pp;2030;0.0;0.0
MT;nuclear_lte;2030;0.0;0.0
MT;nuclear_new;2030;0.0;0.0
MT;ocgt;2030;;0.0
MT;oil_pp;2030;0.0;0.0
MT;other_res;2030;0.0;0.0
MT;solar_pv;2030;0.0;0.0
MT;wind_offshore;2030;0.0;0.0
MT;wind_onshore;2030;0.0;0.0
NL;ccgt;2030;12308.0;12308.0
NL;coal_pp;2030;2211.0;2211.0
NL;dsr_1;2030;133.5;133.5
NL;dsr_10;2030;863.4;863.4
NL;dsr_2;2030;93.5;93.5
NL;dsr_3;2030;195.8;195.8
NL;dsr_4;2030;53.4;53.4
NL;dsr_5;2030;8.9;8.9
NL;dsr_6;2030;53.4;53.4
NL;dsr_7;2030;200.3;200.3
NL;dsr_8;2030;44.5;44.5
NL;dsr_9;2030;53.4;53.4
NL;electrolysis_2030;2030;1500.0;0.0
NL;hydro_pondage;2030;0.0;0.0
NL;hydro_pondage_h2o_inflow;2030;0.0;0.0
NL;hydro_reservoir;2030;0.0;0.0
NL;hydro_reservoir_h2o_inflow;2030;0.0;0.0
NL;hydro_river;2030;37.0;37.0
NL;lignite_pp;2030;0.0;0.0
NL;nuclear_lte;2030;486.0;486.0
NL;nuclear_new;2030;0.0;0.0
NL;ocgt;2030;;3235.0
NL;oil_pp;2030;0.0;0.0
NL;other_res;2030;1297.7;1297.7
NL;solar_pv;2030;53000.0;53000.0
NL;wind_offshore;2030;12000.0;12000.0
NL;wind_onshore;2030;8000.0;8000.0
NO;ccgt;2030;0.0;0.0
NO;coal_pp;2030;0.0;0.0
NO;dsr_1;2030;5.7;5.7
NO;dsr_10;2030;0.0;0.0
NO;dsr_2;2030;792.5;792.5
NO;dsr_3;2030;794.1;794.1
NO;dsr_4;2030;183.2;183.2
NO;dsr_5;2030;5447.7;5447.7
NO;dsr_6;2030;2345.4;2345.4
NO;dsr_7;2030;0.0;0.0
NO;dsr_8;2030;0.0;0.0
NO;dsr_9;2030;0.0;0.0
NO;electrolysis_2030;2030;0.0;0.0
NO;hydro_pondage;2030;0.0;0.0
NO;hydro_pondage_h2o_inflow;2030;0.0;0.0
NO;hydro_reservoir;2030;26387.4;26387.4
NO;hydro_reservoir_h2o_inflow;2030;26387.4;26387.4
NO;hydro_river;2030;6991.5;6991.5
NO;lignite_pp;2030;0.0;0.0
NO;nuclear_lte;2030;0.0;0.0
NO;nuclear_new;2030;0.0;0.0
NO;ocgt;2030;;21.0
NO;oil_pp;2030;0.0;0.0
NO;other_res;2030;0.0;0.0
NO;solar_pv;2030;3000.0;3000.0
NO;wind_offshore;2030;0.0;0.0
NO;wind_onshore;2030;4000.0;4000.0
PL;ccgt;2030;9482.8;9482.8
PL;coal_pp;2030;14623.3;14623.3
PL;dsr_1;2030;0.0;0.0
PL;dsr_10;2030;0.0;0.0
PL;dsr_2;2030;0.0;0.0
PL;dsr_3;2030;0.0;0.0
PL;dsr_4;2030;0.0;0.0
PL;dsr_5;2030;0.0;0.0
PL;dsr_6;2030;0.0;0.0
PL;dsr_7;2030;0.0;0.0
PL;dsr_8;2030;0.0;0.0
PL;dsr_9;2030;0.0;0.0
PL;electrolysis_2030;2030;4814.0;0.0
PL;hydro_pondage;2030;0.0;0.0
PL;hydro_pondage_h2o_inflow;2030;0.0;0.0
PL;hydro_reservoir;2030;424.8;424.8
PL;hydro_reservoir_h2o_inflow;2030;424.8;424.8
PL;hydro_river;2030;523.6;523.6
PL;lignite_pp;2030;6520.0;6520.0
PL;nuclear_lte;2030;0.0;0.0
PL;nuclear_new;2030;0.0;0.0
PL;ocgt;2030;;1545.1
PL;oil_pp;2030;0.0;0.0
PL;other_res;2030;1620.1;1620.1
PL;solar_pv;2030;37000.0;37000.0
PL;wind_offshore;2030;5000.0;5000.0
PL;wind_onshore;2030;23000.0;23000.0
PT;ccgt;2030;3829.0;3829.0
PT;coal_pp;2030;0.0;0.0
PT;dsr_1;2030;0.0;0.0
PT;dsr_10;2030;0.0;0.0
PT;dsr_2;2030;0.0;0.0
PT;dsr_3;2030;0.0;0.0
PT;dsr_4;2030;0.0;0.0
PT;dsr_5;2030;0.0;0.0
PT;dsr_6;2030;0.0;0.0
PT;dsr_7;2030;0.0;0.0
PT;dsr_8;2030;0.0;0.0
PT;dsr_9;2030;0.0;0.0
PT;electrolysis_2030;2030;4412.0;0.0
PT;hydro_pondage;2030;279.8;279.8
PT;hydro_pondage_h2o_inflow;2030;279.8;279.8
PT;hydro_reservoir;2030;3135.5;3135.5
PT;hydro_reservoir_h2o_inflow;2030;3135.5;3135.5
PT;hydro_river;2030;508.3;508.3
PT;lignite_pp;2030;0.0;0.0
PT;nuclear_lte;2030;0.0;0.0
PT;nuclear_new;2030;0.0;0.0
PT;ocgt;2030;;0.0
PT;oil_pp;2030;0.0;0.0
PT;other_res;2030;1466.3;1466.3
PT;solar_pv;2030;20000.0;20000.0
PT;wind_offshore;2030;1000.0;1000.0
PT;wind_onshore;2030;9000.0;9000.0
RO;ccgt;2030;4573.0;4573.0
RO;coal_pp;2030;135.0;135.0
RO;dsr_1;2030;0.0;0.0
RO;dsr_10;2030;0.0;0.0
RO;dsr_2;2030;0.0;0.0
RO;dsr_3;2030;0.0;0.0
RO;dsr_4;2030;0.0;0.0
RO;dsr_5;2030;0.0;0.0
RO;dsr_6;2030;0.0;0.0
RO;dsr_7;2030;0.0;0.0
RO;dsr_8;2030;0.0;0.0
RO;dsr_9;2030;0.0;0.0
RO;electrolysis_2030;2030;0.0;0.0
RO;hydro_pondage;2030;389.8;389.8
RO;hydro_pondage_h2o_inflow;2030;389.8;389.8
RO;hydro_reservoir;2030;2210.7;2210.7
RO;hydro_reservoir_h2o_inflow;2030;2210.7;2210.7
RO;hydro_river;2030;3442.0;3442.0
RO;lignite_pp;2030;854.0;854.0
RO;nuclear_lte;2030;650.0;650.0
RO;nuclear_new;2030;0.0;0.0
RO;ocgt;2030;;728.3
RO;oil_pp;2030;0.0;0.0
RO;other_res;2030;150.0;150.0
RO;solar_pv;2030;12000.0;12000.0
RO;wind_offshore;2030;0.0;0.0
RO;wind_onshore;2030;7000.0;7000.0
RS;ccgt;2030;182.9;182.9
RS;coal_pp;2030;0.0;0.0
RS;dsr_1;2030;0.0;0.0
RS;dsr_10;2030;0.0;0.0
RS;dsr_2;2030;0.0;0.0
RS;dsr_3;2030;0.0;0.0
RS;dsr_4;2030;0.0;0.0
RS;dsr_5;2030;0.0;0.0
RS;dsr_6;2030;0.0;0.0
RS;dsr_7;2030;0.0;0.0
RS;dsr_8;2030;0.0;0.0
RS;dsr_9;2030;0.0;0.0
RS;electrolysis_2030;2030;0.0;0.0
RS;hydro_pondage;2030;0.0;0.0
RS;hydro_pondage_h2o_inflow;2030;0.0;0.0
RS;hydro_reservoir;2030;435.3;435.3
RS;hydro_reservoir_h2o_inflow;2030;435.3;435.3
RS;hydro_river;2030;1993.3;1993.3
RS;lignite_pp;2030;5049.7;5049.7
RS;nuclear_lte;2030;0.0;0.0
RS;nuclear_new;2030;0.0;0.0
RS;ocgt;2030;;218.0
RS;oil_pp;2030;0.0;0.0
RS;other_res;2030;30.2;30.2
RS;solar_pv;2030;4000.0;4000.0
RS;wind_offshore;2030;0.0;0.0
RS;wind_onshore;2030;6000.0;6000.0
SE;ccgt;2030;180.0;180.0
SE;coal_pp;2030;0.0;0.0
SE;dsr_1;2030;579.6;579.6
SE;dsr_10;2030;0.0;0.0
SE;dsr_2;2030;579.6;579.6
SE;dsr_3;2030;579.6;579.6
SE;dsr_4;2030;0.0;0.0
SE;dsr_5;2030;0.0;0.0
SE;dsr_6;2030;0.0;0.0
SE;dsr_7;2030;0.0;0.0
SE;dsr_8;2030;0.0;0.0
SE;dsr_9;2030;0.0;0.0
SE;electrolysis_2030;2030;8076.9;0.0
SE;hydro_pondage;2030;0.0;0.0
SE;hydro_pondage_h2o_inflow;2030;0.0;0.0
SE;hydro_reservoir;2030;15617.2;15617.2
SE;hydro_reservoir_h2o_inflow;2030;15617.2;15617.2
SE;hydro_river;2030;0.0;0.0
SE;lignite_pp;2030;0.0;0.0
SE;nuclear_lte;2030;6981.0;6981.0
SE;nuclear_new;2030;0.0;0.0
SE;ocgt;2030;;54.0
SE;oil_pp;2030;0.0;0.0
SE;other_res;2030;4137.5;4137.5
SE;solar_pv;2030;5000.0;5000.0
SE;wind_offshore;2030;0.0;0.0
SE;wind_onshore;2030;18000.0;18000.0
SI;ccgt;2030;151.0;151.0
SI;coal_pp;2030;84.0;84.0
SI;dsr_1;2030;30.0;30.0
SI;dsr_10;2030;0.0;0.0
SI;dsr_2;2030;0.0;0.0
SI;dsr_3;2030;0.0;0.0
SI;dsr_4;2030;0.0;0.0
SI;dsr_5;2030;0.0;0.0
SI;dsr_6;2030;0.0;0.0
SI;dsr_7;2030;0.0;0.0
SI;dsr_8;2030;0.0;0.0
SI;dsr_9;2030;0.0;0.0
SI;electrolysis_2030;2030;100.0;0.0
SI;hydro_pondage;2030;1007.3;1007.3
SI;hydro_pondage_h2o_inflow;2030;1007.3;1007.3
SI;hydro_reservoir;2030;21.4;21.4
SI;hydro_reservoir_h2o_inflow;2030;21.4;21.4
SI;hydro_river;2030;136.7;136.7
SI;lignite_pp;2030;539.0;539.0
SI;nuclear_lte;2030;700.0;700.0
SI;nuclear_new;2030;0.0;0.0
SI;ocgt;2030;;548.5
SI;oil_pp;2030;0.0;0.0
SI;other_res;2030;95.0;95.0
SI;solar_pv;2030;2000.0;2000.0
SI;wind_offshore;2030;0.0;0.0
SI;wind_onshore;2030;0.0;0.0
SK;ccgt;2030;757.7;757.7
SK;coal_pp;2030;290.5;290.5
SK;dsr_1;2030;0.0;0.0
SK;dsr_10;2030;0.0;0.0
SK;dsr_2;2030;0.0;0.0
SK;dsr_3;2030;0.0;0.0
SK;dsr_4;2030;0.0;0.0
SK;dsr_5;2030;0.0;0.0
SK;dsr_6;2030;0.0;0.0
SK;dsr_7;2030;0.0;0.0
SK;dsr_8;2030;0.0;0.0
SK;dsr_9;2030;0.0;0.0
SK;electrolysis_2030;2030;262.0;0.0
SK;hydro_pondage;2030;202.9;202.9
SK;hydro_pondage_h2o_inflow;2030;202.9;202.9
SK;hydro_reservoir;2030;21.3;21.3
SK;hydro_reservoir_h2o_inflow;2030;21.3;21.3
SK;hydro_river;2030;1423.3;1423.3
SK;lignite_pp;2030;84.9;84.9
SK;nuclear_lte;2030;2814.6;2814.6
SK;nuclear_new;2030;0.0;0.0
SK;ocgt;2030;;79.8
SK;oil_pp;2030;133.3;133.3
SK;other_res;2030;289.3;289.3
SK;solar_pv;2030;1000.0;1000.0
SK;wind_offshore;2030;0.0;0.0
SK;wind_onshore;2030;0.0;0.0
TR;ccgt;2030;22989.5;22989.5
TR;coal_pp;2030;8006.7;8006.7
TR;dsr_1;2030;0.0;0.0
TR;dsr_10;2030;0.0;0.0
TR;dsr_2;2030;0.0;0.0
TR;dsr_3;2030;0.0;0.0
TR;dsr_4;2030;0.0;0.0
TR;dsr_5;2030;0.0;0.0
TR;dsr_6;2030;0.0;0.0
TR;dsr_7;2030;0.0;0.0
TR;dsr_8;2030;0.0;0.0
TR;dsr_9;2030;0.0;0.0
TR;electrolysis_2030;2030;0.0;0.0
TR;hydro_pondage;2030;0.0;0.0
TR;hydro_pondage_h2o_inflow;2030;0.0;0.0
TR;hydro_reservoir;2030;24347.0;24347.0
TR;hydro_reservoir_h2o_inflow;2030;24347.0;24347.0
TR;hydro_river;2030;19464.3;19464.3
TR;lignite_pp;2030;10851.9;10851.9
TR;nuclear_lte;2030;4456.0;4456.0
TR;nuclear_new;2030;0.0;0.0
TR;ocgt;2030;;243.8
TR;oil_pp;2030;2316.7;2316.7
TR;other_res;2030;0.0;0.0
TR;solar_pv;2030;59000.0;59000.0
TR;wind_offshore;2030;0.0;0.0
TR;wind_onshore;2030;17000.0;17000.0
UA;ccgt;2030;0.0;0.0
UA;coal_pp;2030;826.7;826.7
UA;dsr_1;2030;0.0;0.0
UA;dsr_10;2030;0.0;0.0
UA;dsr_2;2030;0.0;0.0
UA;dsr_3;2030;0.0;0.0
UA;dsr_4;2030;0.0;0.0
UA;dsr_5;2030;0.0;0.0
UA;dsr_6;2030;0.0;0.0
UA;dsr_7;2030;0.0;0.0
UA;dsr_8;2030;0.0;0.0
UA;dsr_9;2030;0.0;0.0
UA;electrolysis_2030;2030;0.0;0.0
UA;hydro_pondage;2030;0.0;0.0
UA;hydro_pondage_h2o_inflow;2030;0.0;0.0
UA;hydro_reservoir;2030;3205.8;3205.8
UA;hydro_reservoir_h2o_inflow;2030;3205.8;3205.8
UA;hydro_river;2030;195.0;195.0
UA;lignite_pp;2030;0.0;0.0
UA;nuclear_lte;2030;8845.6;8845.6
UA;nuclear_new;2030;0.0;0.0
UA;ocgt;2030;;8207.1
UA;oil_pp;2030;0.0;0.0
UA;other_res;2030;650.0;650.0
UA;solar_pv;2030;12000.0;12000.0
UA;wind_offshore;2030;0.0;0.0
UA;wind_onshore;2030;5000.0;5000.0
UK;ccgt;2030;34245.9;34245.9
UK;coal_pp;2030;0.0;0.0
UK;dsr_1;2030;8051.2;8051.2
UK;dsr_10;2030;0.0;0.0
UK;dsr_2;2030;60.0;60.0
UK;dsr_3;2030;0.0;0.0
UK;dsr_4;2030;0.0;0.0
UK;dsr_5;2030;0.0;0.0
UK;dsr_6;2030;0.0;0.0
UK;dsr_7;2030;0.0;0.0
UK;dsr_8;2030;0.0;0.0
UK;dsr_9;2030;0.0;0.0
UK;electrolysis_2030;2030;0.0;0.0
UK;hydro_pondage;2030;0.0;0.0
UK;hydro_pondage_h2o_inflow;2030;0.0;0.0
UK;hydro_reservoir;2030;0.0;0.0
UK;hydro_reservoir_h2o_inflow;2030;0.0;0.0
UK;hydro_river;2030;1951.2;1951.2
UK;lignite_pp;2030;0.0;0.0
UK;nuclear_lte;2030;2900.0;2900.0
UK;nuclear_new;2030;0.0;0.0
UK;ocgt;2030;;13380.1
UK;oil_pp;2030;306.2;306.2
UK;other_res;2030;8064.8;8064.8
UK;solar_pv;2030;33000.0;33000.0
UK;wind_offshore;2030;46000.0;46000.0
UK;wind_onshore;2030;27000.0;27000.0
CH;ccgt;2035;2100.0;
FI;ccgt;2035;0.0;
FR;ccgt;2035;0.0;
GR;ccgt;2035;2652.0;
IT;ccgt;2035;7200.0;
PL;ccgt;2035;3687.0;
SI;ccgt;2035;120.0;
FI;ocgt;2035;10000.0;
FR;ocgt;2035;0.0;
GR;ocgt;2035;0.0;
IT;ocgt;2035;7200.0;
SI;ocgt;2035;56.0;
FR;ccht;2035;800.0;
FR;ocht;2035;2500.0;
AL;nuclear_lte;2035;0.0;
AT;nuclear_lte;2035;0.0;
BA;nuclear_lte;2035;0.0;
BE;nuclear_lte;2035;0.0;
BG;nuclear_lte;2035;0.0;
CH;nuclear_lte;2035;0.0;
CY;nuclear_lte;2035;0.0;
CZ;nuclear_lte;2035;0.0;
DE;nuclear_lte;2035;0.0;
DK;nuclear_lte;2035;0.0;
EE;nuclear_lte;2035;0.0;
ES;nuclear_lte;2035;0.0;
FI;nuclear_lte;2035;0.0;
FR;nuclear_lte;2035;0.0;
GR;nuclear_lte;2035;0.0;
HR;nuclear_lte;2035;0.0;
HU;nuclear_lte;2035;0.0;
IE;nuclear_lte;2035;0.0;
IT;nuclear_lte;2035;0.0;
LT;nuclear_lte;2035;0.0;
LU;nuclear_lte;2035;0.0;
LV;nuclear_lte;2035;0.0;
MD;nuclear_lte;2035;0.0;
ME;nuclear_lte;2035;0.0;
MK;nuclear_lte;2035;0.0;
MT;nuclear_lte;2035;0.0;
NL;nuclear_lte;2035;0.0;
NO;nuclear_lte;2035;0.0;
PL;nuclear_lte;2035;0.0;
PT;nuclear_lte;2035;0.0;
RO;nuclear_lte;2035;0.0;
RS;nuclear_lte;2035;0.0;
SE;nuclear_lte;2035;0.0;
SI;nuclear_lte;2035;0.0;
SK;nuclear_lte;2035;0.0;
TR;nuclear_lte;2035;0.0;
UA;nuclear_lte;2035;0.0;
UK;nuclear_lte;2035;0.0;
AL;nuclear_lte;2040;0.0;
AT;nuclear_lte;2040;0.0;
BA;nuclear_lte;2040;0.0;
BE;nuclear_lte;2040;0.0;
BG;nuclear_lte;2040;0.0;
CH;nuclear_lte;2040;0.0;
CY;nuclear_lte;2040;0.0;
CZ;nuclear_lte;2040;0.0;
DE;nuclear_lte;2040;0.0;
DK;nuclear_lte;2040;0.0;
EE;nuclear_lte;2040;0.0;
ES;nuclear_lte;2040;0.0;
FI;nuclear_lte;2040;0.0;
FR;nuclear_lte;2040;0.0;
GR;nuclear_lte;2040;0.0;
HR;nuclear_lte;2040;0.0;
HU;nuclear_lte;2040;0.0;
IE;nuclear_lte;2040;0.0;
IT;nuclear_lte;2040;0.0;
LT;nuclear_lte;2040;0.0;
LU;nuclear_lte;2040;0.0;
LV;nuclear_lte;2040;0.0;
MD;nuclear_lte;2040;0.0;
ME;nuclear_lte;2040;0.0;
MK;nuclear_lte;2040;0.0;
MT;nuclear_lte;2040;0.0;
NL;nuclear_lte;2040;0.0;
NO;nuclear_lte;2040;0.0;
PL;nuclear_lte;2040;0.0;
PT;nuclear_lte;2040;0.0;
RO;nuclear_lte;2040;0.0;
RS;nuclear_lte;2040;0.0;
SE;nuclear_lte;2040;0.0;
SI;nuclear_lte;2040;0.0;
SK;nuclear_lte;2040;0.0;
TR;nuclear_lte;2040;0.0;
UA;nuclear_lte;2040;0.0;
UK;nuclear_lte;2040;0.0;
AL;nuclear_lte;2050;0.0;
AT;nuclear_lte;2050;0.0;
BA;nuclear_lte;2050;0.0;
BE;nuclear_lte;2050;0.0;
BG;nuclear_lte;2050;0.0;
CH;nuclear_lte;2050;0.0;
CY;nuclear_lte;2050;0.0;
CZ;nuclear_lte;2050;0.0;
DE;nuclear_lte;2050;0.0;
DK;nuclear_lte;2050;0.0;
EE;nuclear_lte;2050;0.0;
ES;nuclear_lte;2050;0.0;
FI;nuclear_lte;2050;0.0;
FR;nuclear_lte;2050;0.0;
GR;nuclear_lte;2050;0.0;
HR;nuclear_lte;2050;0.0;
HU;nuclear_lte;2050;0.0;
IE;nuclear_lte;2050;0.0;
IT;nuclear_lte;2050;0.0;
LT;nuclear_lte;2050;0.0;
LU;nuclear_lte;2050;0.0;
LV;nuclear_lte;2050;0.0;
MD;nuclear_lte;2050;0.0;
ME;nuclear_lte;2050;0.0;
MK;nuclear_lte;2050;0.0;
MT;nuclear_lte;2050;0.0;
NL;nuclear_lte;2050;0.0;
NO;nuclear_lte;2050;0.0;
PL;nuclear_lte;2050;0.0;
PT;nuclear_lte;2050;0.0;
RO;nuclear_lte;2050;0.0;
RS;nuclear_lte;2050;0.0;
SE;nuclear_lte;2050;0.0;
SI;nuclear_lte;2050;0.0;
SK;nuclear_lte;2050;0.0;
TR;nuclear_lte;2050;0.0;
UA;nuclear_lte;2050;0.0;
UK;nuclear_lte;2050;0.0;
